,CS_PropertyID,cluster,size,empl_gr,Rent_x_x,leasing_rate,stories,age,renovated,class_a,class_b,LEED,Energystar,green_rating,net,amenities,cd_total_07,hd_total07,total_dd_07,Precipitation,Gas_Costs,Electricity_Costs,cluster_rent,hd_total07_quantiles,cd_total_07_quantiles,Rent_y,Rent_x_y
47,234717,65,310296,4.01,21.49,99.2,14,24,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,19.275,1000-2000,2000-3000,21.45463414634146,32.45554858934167
48,591697,79,76797,5.72,20.0,96.76,3,5,0,1,0,0,1,1,0,0,2629,1923,4552,25.55,0.0101,0.0289,21.5,1000-2000,2000-3000,21.45463414634146,32.45554858934167
49,42094,151,209914,4.01,12.5,95.09,11,38,0,0,1,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
50,234022,152,386272,4.01,12.62,95.92,19,25,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,15.25,1000-2000,2000-3000,21.45463414634146,32.45554858934167
51,234013,156,509997,4.01,13.5,89.36,20,26,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
52,119729,170,623743,4.01,15.23,97.61,34,23,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,17.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
53,235868,177,228883,4.01,16.05,99.08,12,24,0,1,0,0,1,1,0,0,2746,1670,4416,25.55,0.0101,0.0289,17.5,1000-2000,2000-3000,21.45463414634146,32.45554858934167
54,233903,211,1483308,4.01,18.65,91.43,64,24,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,26.125,1000-2000,2000-3000,21.45463414634146,32.45554858934167
55,233930,219,1070279,4.01,19.02,92.34,41,24,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
56,236007,229,158469,4.01,20.0,96.75,12,24,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,26.8,1000-2000,2000-3000,21.45463414634146,32.45554858934167
57,239770,236,136926,4.01,20.63,100.0,6,26,0,0,1,0,1,1,0,0,2746,1670,4416,25.55,0.0101,0.0289,20.22,1000-2000,2000-3000,21.45463414634146,32.45554858934167
58,233973,245,491254,4.01,20.95,95.15,25,24,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,27.275,1000-2000,2000-3000,21.45463414634146,32.45554858934167
59,233944,252,586086,4.01,21.45,99.04,30,24,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,27.525,1000-2000,2000-3000,21.45463414634146,32.45554858934167
60,238972,259,166347,4.01,21.69,88.6,9,24,0,1,0,0,1,1,0,0,2746,1670,4416,25.55,0.0101,0.0289,19.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
61,234036,266,152045,4.01,22.0,92.33,18,23,0,0,1,0,1,1,0,0,2746,1670,4416,25.55,0.0101,0.0289,14.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
62,387315,269,318997,4.79,22.0,96.44,22,22,0,1,0,0,1,1,0,1,2647,1148,3795,42.57,0.0137,0.028999999999999998,18.5,1000-2000,2000-3000,21.45463414634146,32.45554858934167
63,233925,272,1061351,4.01,22.02,97.83,46,29,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.09,1000-2000,2000-3000,21.45463414634146,32.45554858934167
64,233896,286,1683893,4.01,22.96,90.59,75,25,0,1,0,0,1,1,1,1,2746,1670,4416,25.55,0.0101,0.0289,18.05,1000-2000,2000-3000,21.45463414634146,32.45554858934167
65,234032,290,359370,4.01,23.0,100.0,18,24,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,23.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
66,233920,291,1228597,4.01,23.0,99.28,50,36,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.965,1000-2000,2000-3000,21.45463414634146,32.45554858934167
67,591693,294,459000,5.72,23.2,87.11,23,5,0,1,0,1,0,1,1,1,2629,1923,4552,25.55,0.0101,0.0289,19.52,1000-2000,2000-3000,21.45463414634146,32.45554858934167
68,233960,295,566960,4.01,23.29,97.07,26,35,1,0,1,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,19.84,1000-2000,2000-3000,21.45463414634146,32.45554858934167
69,233932,312,1024956,4.01,24.0,96.09,40,33,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.965,1000-2000,2000-3000,21.45463414634146,32.45554858934167
70,524220,314,580875,4.01,24.14,98.77,27,5,0,1,0,0,1,1,1,0,2746,1670,4416,25.55,0.0101,0.0289,21.39,1000-2000,2000-3000,21.45463414634146,32.45554858934167
71,234014,320,395637,4.01,24.52,87.78,20,25,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,22.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
72,233905,344,1268480,4.01,25.94,95.13,56,24,0,1,0,0,1,1,1,1,2746,1670,4416,25.55,0.0101,0.0289,19.985,1000-2000,2000-3000,21.45463414634146,32.45554858934167
73,233980,347,437136,4.01,26.27,99.52,23,24,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,20.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
74,234403,356,280435,4.01,27.0,98.07,15,23,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,16.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
75,23533,945,104337,4.01,20.5,94.48,6,25,0,0,1,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,20.5,1000-2000,2000-3000,21.45463414634146,32.45554858934167
76,239601,975,170578,4.01,19.61,96.7,8,23,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,21.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
77,237959,985,191467,4.01,15.0,75.54,10,25,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.465,1000-2000,2000-3000,21.45463414634146,32.45554858934167
78,238727,987,196895,4.01,14.0,94.97,9,24,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.5,1000-2000,2000-3000,21.45463414634146,32.45554858934167
79,234037,1035,428629,4.01,19.55,99.44,17,36,0,0,1,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,19.83,1000-2000,2000-3000,21.45463414634146,32.45554858934167
80,234891,1059,279329,4.01,27.09,91.24,14,21,1,1,0,0,1,1,0,0,2746,1670,4416,25.55,0.0101,0.0289,20.795,1000-2000,2000-3000,21.45463414634146,32.45554858934167
81,233926,1095,980472,4.01,19.23,99.21,46,23,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.09,1000-2000,2000-3000,21.45463414634146,32.45554858934167
82,591221,1105,549000,5.72,22.0,84.33,30,20,0,1,0,0,1,1,1,1,2629,1923,4552,25.55,0.0101,0.0289,22.7,1000-2000,2000-3000,21.45463414634146,32.45554858934167
83,591333,1106,403329,5.72,22.28,95.41,21,20,0,1,0,0,1,1,1,1,2629,1923,4552,25.55,0.0101,0.0289,22.28,1000-2000,2000-3000,21.45463414634146,32.45554858934167
84,235693,1148,245206,4.01,11.25,82.15,12,25,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,20.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
85,239871,1150,155801,4.01,12.5,80.6,5,32,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.25,1000-2000,2000-3000,21.45463414634146,32.45554858934167
86,239926,1157,77733,4.01,16.0,91.46,4,26,0,0,1,0,1,1,0,0,2746,1670,4416,25.55,0.0101,0.0289,18.045,1000-2000,2000-3000,21.45463414634146,32.45554858934167
87,42095,1161,193439,4.01,17.25,98.99,10,25,0,0,1,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,18.595,1000-2000,2000-3000,21.45463414634146,32.45554858934167
88,591210,1164,433024,5.72,18.85,74.54,20,23,0,1,0,0,1,1,0,1,2629,1923,4552,25.55,0.0101,0.0289,19.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
89,239693,1166,143000,4.01,19.5,97.01,6,35,1,0,1,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,19.5,1000-2000,2000-3000,21.45463414634146,32.45554858934167
90,948388,1175,233624,3.77,22.0,91.4,14,24,0,1,0,0,1,1,0,1,2967,1452,4419,25.55,0.0101,0.0289,19.2,1000-2000,2000-3000,21.45463414634146,32.45554858934167
91,591276,1178,261609,5.72,23.09,84.43,26,32,0,1,0,0,1,1,0,1,2629,1923,4552,25.55,0.0101,0.0289,21.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
92,234016,1186,444351,4.01,25.0,99.56,21,27,1,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,19.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
93,234008,1187,382063,4.01,25.0,97.62,20,27,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,19.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
94,948222,1189,194398,3.77,25.0,98.09,10,21,0,1,0,0,1,1,0,0,2967,1452,4419,25.55,0.0101,0.0289,22.0,1000-2000,2000-3000,21.45463414634146,32.45554858934167
95,591371,1190,243477,5.72,25.5,91.91,5,21,0,1,0,0,1,1,0,1,2629,1923,4552,25.55,0.0101,0.0289,19.67,1000-2000,2000-3000,21.45463414634146,32.45554858934167
96,23218,1193,1149141,4.01,26.32,91.75,51,21,0,1,0,0,1,1,0,1,2746,1670,4416,25.55,0.0101,0.0289,25.865,1000-2000,2000-3000,21.45463414634146,32.45554858934167
97,494335,150,150000,1.96,12.22,100.0,4,8,0,1,0,0,1,1,0,0,1353,1891,3244,43.89,0.0127,0.0247,12.36,1000-2000,1000-2000,28.566962962962958,32.45554858934167
98,493366,225,494487,1.96,19.71,78.17,26,23,0,1,0,0,1,1,0,1,1353,1891,3244,43.89,0.0127,0.0247,14.06,1000-2000,1000-2000,28.566962962962958,32.45554858934167
99,493265,1153,907010,1.96,14.64,94.13,37,23,0,1,0,0,1,1,0,1,1353,1891,3244,43.89,0.0127,0.0247,16.37,1000-2000,1000-2000,28.566962962962958,32.45554858934167
100,246750,25,490803,2.38,31.8,80.81,20,25,1,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,30.0,1000-2000,<1000,33.61041558441559,32.45554858934167
101,246763,33,113352,2.38,31.8,92.62,6,23,0,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,28.2,1000-2000,<1000,33.61041558441559,32.45554858934167
102,246769,37,471692,2.38,21.69,83.21,22,20,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,25.1,1000-2000,<1000,33.61041558441559,32.45554858934167
103,313233,53,324341,1.77,25.8,97.18,25,44,1,0,0,0,1,1,0,1,744,1402,2146,22.71,0.0103,0.0378,24.97,1000-2000,<1000,33.61041558441559,32.45554858934167
104,246786,55,605657,2.38,45.0,99.82,26,35,1,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,42.0,1000-2000,<1000,33.61041558441559,32.45554858934167
105,607950,61,775037,2.38,69.0,98.9,35,4,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,60.0,1000-2000,<1000,33.61041558441559,32.45554858934167
106,246799,63,42292,2.38,42.0,91.3,3,28,0,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,34.2,1000-2000,<1000,33.61041558441559,32.45554858934167
107,246800,64,96251,2.38,41.55,67.54,4,23,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,37.31,1000-2000,<1000,33.61041558441559,32.45554858934167
108,353981,70,174000,2.38,28.87,98.07,5,6,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,31.755,1000-2000,<1000,33.61041558441559,32.45554858934167
109,246817,77,92486,2.38,39.76,98.06,4,23,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,34.5,1000-2000,<1000,33.61041558441559,32.45554858934167
110,5048023,162,10560,0.98,14.0,62.12,1,47,0,0,0,1,0,1,0,0,694,1543,2237,48.35,0.0118,0.0455,14.0,1000-2000,<1000,33.61041558441559,32.45554858934167
111,249355,206,686250,2.38,18.47,99.46,35,18,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,25.49,1000-2000,<1000,33.61041558441559,32.45554858934167
112,248412,217,703382,2.38,19.0,100.0,26,25,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,23.54,1000-2000,<1000,33.61041558441559,32.45554858934167
113,248624,220,392626,2.38,19.07,99.51,21,26,1,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,24.83,1000-2000,<1000,33.61041558441559,32.45554858934167
114,248814,228,195283,2.38,19.99,90.45,12,26,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,17.185,1000-2000,<1000,33.61041558441559,32.45554858934167
115,246905,249,320952,2.38,21.24,95.33,11,44,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,27.87,1000-2000,<1000,33.61041558441559,32.45554858934167
116,1253132,274,59876,0.64,22.2,100.0,2,9,0,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,21.9,1000-2000,<1000,33.61041558441559,32.45554858934167
117,253466,275,195283,2.38,22.2,53.68,12,26,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,17.185,1000-2000,<1000,33.61041558441559,32.45554858934167
118,248516,277,891056,2.38,22.44,89.18,48,25,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,23.24,1000-2000,<1000,33.61041558441559,32.45554858934167
119,248215,292,1422000,2.38,23.07,95.18,55,33,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,25.77,1000-2000,<1000,33.61041558441559,32.45554858934167
120,248904,293,1432607,2.38,23.15,86.46,73,17,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,24.0,1000-2000,<1000,33.61041558441559,32.45554858934167
121,247587,296,289083,2.38,23.3,99.12,8,19,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,27.0,1000-2000,<1000,33.61041558441559,32.45554858934167
122,247481,305,130818,2.38,24.0,100.0,6,19,0,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,36.0,1000-2000,<1000,33.61041558441559,32.45554858934167
123,655762,323,127750,2.38,24.86,56.0,2,4,0,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,23.53,1000-2000,<1000,33.61041558441559,32.45554858934167
124,92017,333,115190,2.38,25.23,87.74,7,25,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,17.77,1000-2000,<1000,33.61041558441559,32.45554858934167
125,249344,338,160118,2.38,25.55,95.91,2,19,0,0,1,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,23.03,1000-2000,<1000,33.61041558441559,32.45554858934167
126,279520,340,60993,2.38,25.8,81.78,3,28,1,0,1,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,26.4,1000-2000,<1000,33.61041558441559,32.45554858934167
127,306215,346,213595,2.94,26.19,83.69,12,23,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,30.0,1000-2000,<1000,33.61041558441559,32.45554858934167
128,305962,359,158000,2.94,27.0,85.82,4,33,0,0,1,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,36.335,1000-2000,<1000,33.61041558441559,32.45554858934167
129,248318,362,104818,2.38,27.0,88.75,3,18,0,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,23.7,1000-2000,<1000,33.61041558441559,32.45554858934167
130,248861,365,84565,2.38,27.17,100.0,4,25,0,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,27.085,1000-2000,<1000,33.61041558441559,32.45554858934167
131,247226,367,227223,2.38,27.6,99.52,13,32,1,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,29.1,1000-2000,<1000,33.61041558441559,32.45554858934167
132,194931,368,46170,0.64,27.6,100.0,2,18,0,0,1,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,27.0,1000-2000,<1000,33.61041558441559,32.45554858934167
133,313236,372,570323,1.77,27.93,89.81,24,25,1,1,0,0,1,1,0,1,744,1402,2146,22.71,0.0103,0.0378,27.165,1000-2000,<1000,33.61041558441559,32.45554858934167
134,280589,373,147225,2.38,28.0,88.31,4,22,0,0,1,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,26.4,1000-2000,<1000,33.61041558441559,32.45554858934167
135,249274,382,225728,2.38,28.5,87.33,16,35,1,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,26.0,1000-2000,<1000,33.61041558441559,32.45554858934167
136,360730,385,83927,2.38,28.8,90.17,2,51,1,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,28.8,1000-2000,<1000,33.61041558441559,32.45554858934167
137,248795,386,296457,2.38,28.82,78.1,16,26,1,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,25.715,1000-2000,<1000,33.61041558441559,32.45554858934167
138,249392,393,95490,2.38,29.0,56.95,15,35,1,1,0,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,25.5,1000-2000,<1000,33.61041558441559,32.45554858934167
139,248803,395,74654,2.38,29.4,83.62,4,17,0,0,1,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,23.4,1000-2000,<1000,33.61041558441559,32.45554858934167
140,306006,400,86240,2.94,30.0,93.31,6,35,0,0,1,0,1,1,0,0,684,1419,2103,22.71,0.0103,0.0378,28.44,1000-2000,<1000,33.61041558441559,32.45554858934167
141,248594,401,166246,2.38,30.0,89.68,8,18,1,1,0,0,1,1,0,1,684,1419,2103,22.71,0.0103,0.0378,24.0,1000-2000,<1000,33.61041558441559,32.45554858934167
